UniProt1	UniProt2	Weight
P26373	P49356	0
Q8WX92	Q71U36	0
O94906	Q9Y6K9	0
Q14974	Q6IBW4	0
O95453	P62913	0
Q9UKB1	O43390	0
Q92889	Q9P0U4	0
Q13393	Q9NPJ6	0
Q96N67	Q00653	0
Q9NYV4	Q15542	0
Q9UBU6	Q6NSJ5	0
Q53TQ3	P46736	0
Q14573	P46940	0
Q15836	Q92974	0
Q13435	P62269	0
P28340	Q96ED9	0
Q92878	Q96S59	0
Q9H3R5	Q86UD0	0
Q9H3R5	Q9HBM1	0
P11388	Q7L2E3	0
Q16586	Q6P9B9	0
P36897	O15120	0
O75317	Q9UID3	0
P29992	Q96S52	0
Q03135	Q8N201	0
Q13257	Q8IYH5	0
Q8TAA9	P61353	0
Q96CX2	P52597	0
P32004	P62829	0
Q13243	P05387	0
Q96KQ7	Q9UPZ3	0
Q13523	Q9NX20	0
Q02539	O15446	0
Q9BQA1	Q96KQ7	0
P62979	O43290	0
P46783	P49756	0
P28749	Q92620	0
P20226	P37088	0
Q9NPE3	Q14562	0
Q53TQ3	Q71U36	0
O75146	P49815	0
Q04864	Q9P0U4	0
P17987	O43670	0
P61586	P02679	0
Q15596	Q9NUX5	0
Q9UBB9	Q8WVB6	0
P36941	O14763	0
Q9BTU6	Q6P9B9	0
O75717	Q12834	0
P61254	Q9ULG1	0
P42695	P49768	0
Q9HAU5	O15446	0
P23396	Q5BKZ1	0
P23508	P26373	0
Q8TBF4	Q9UIG0	0
Q9GZS1	Q9Y6M9	0
Q7KZN9	Q96S52	0
Q8NCM8	Q9BZK7	0
P84098	Q01970	0
Q6ZW49	Q68CZ6	0
P78357	P13612	0
Q9UNE7	P78395	0
Q8TEW0	P02679	0
P20339	O00429	0
Q06330	O75317	0
P62244	Q8TBF4	0
Q7L8L6	P12830	0
Q02539	Q96A35	0
Q92797	P50990	0
O60563	P12004	0
Q03468	Q13451	0
Q99459	Q7Z5L9	0
Q15788	O75530	0
Q9UL03	Q3SYG4	0
Q86UW6	Q9NRA8	0
P33176	O15446	0
Q92974	P46940	0
Q8WYA6	O60216	0
Q9BYC8	Q14974	0
O60271	Q8WW35	0
P35250	P41223	0
Q8TEQ6	O75934	0
P51825	Q9Y376	0
Q13573	O95793	0
P20339	P49356	0
Q08945	P27694	0
P17980	P17676	0
Q14186	Q92993	0
Q9ULM3	Q9NYJ8	0
Q96B97	Q14980	0
Q9UHV9	O15446	0
P49023	Q04721	0
P08865	Q15084	0
P23508	Q9NRI5	0
Q9P086	Q8TAA9	0
Q13618	Q99570	0
Q9P015	P08865	0
Q9BYC8	Q9UH77	0
Q9UK41	Q92990	0
P11802	P50613	0
P16989	Q9NWU5	0
Q8NBZ0	Q9NPF5	0
Q8WVB6	O94887	0
Q9NQ50	P61353	0
Q12905	Q15573	0
Q01105	Q96G21	0
P09669	Q9P0J0	0
Q13596	Q13363	0
Q9NS69	Q96FC9	0
Q9UJY1	Q9H9F9	0
P25705	P08670	0
Q14137	O94776	0
P03905	P49768	0
Q9NR82	P35916	0
Q93009	P46776	0
P09001	Q15477	0
Q6QNY1	Q2M389	0
Q969H0	P04637	0
Q9UI95	O60462	0
O94913	Q9UIG0	0
P35226	P25054	0
Q8IXK0	Q9NY12	0
Q15836	O14617	0
P42766	Q9NV31	0
P62861	Q9NV31	0
Q96N67	O60306	0
O15392	P49757	0
Q9NW64	P16104	0
Q9UJX3	Q8N201	0
P30291	Q9Y2J2	0
P32780	O95639	0
P20248	P51946	0
Q15369	Q07866	0
P61247	Q14974	0
Q5T653	P62269	0
Q96S59	O43676	0
Q14137	Q9H2W6	0
P09661	Q9UIG0	0
O95071	Q6R327	0
P02792	Q9GZY4	0
Q02539	P46782	0
Q96JC1	P46783	0
P54277	P04049	0
P21709	Q9UIW2	0
Q96ES7	P22681	0
P51955	Q7L014	0
Q75QN2	P46940	0
P54277	Q12768	0
P28370	Q5TA45	0
O75317	P04626	0
P84098	Q9BYD2	0
O95793	P0C0S5	0
P42224	P11021	0
Q9HC52	P26006	0
Q9NPE3	P67809	0
Q13426	Q16533	0
Q8TAF3	Q9UPN6	0
P28482	Q9Y2W2	0
Q15477	Q9NW64	0
P09012	Q9P015	0
Q92618	Q13576	0
Q13277	Q9H490	0
O43719	Q15528	0
O95613	Q96DF8	0
P49642	Q92974	0
Q9Y375	O14617	0
Q9UPZ3	O60216	0
Q16585	P36542	0
Q8IVT5	Q9UKF6	0
Q9Y679	Q16891	0
Q9Y232	Q9HCE1	0
Q96GC5	P16104	0
Q9BZJ0	Q9UHI6	0
Q9HD33	P62277	0
Q6P1L8	Q96EY7	0
O95169	Q13393	0
Q7Z7F7	Q13472	0
P07437	Q2VPB7	0
Q9H4B6	P28340	0
Q6P2C8	Q14155	0
P49368	Q9UBB5	0
Q9Y2W2	Q12965	0
Q9H2X6	O15446	0
Q12769	P42345	0
Q12933	P12755	0
P08708	Q9NPE3	0
Q5H9R7	P62899	0
Q15751	Q68E01	0
Q04206	Q14839	0
Q9ULK5	Q7L1W4	0
P30050	O15504	0
Q9NRR4	Q92974	0
Q9Y4E1	Q15853	0
O60271	O00429	0
Q9H4B6	Q9BRJ2	0
P46736	Q9Y230	0
P36578	P84103	0
Q9UL63	P21802	0
P42701	P01033	0
P27348	Q14155	0
Q9UJX3	O60231	0
Q9ULR0	Q6P1X5	0
P49354	P61981	0
O60508	O94887	0
O95835	P23025	0
P25705	Q07157	0
Q99720	Q9BTU6	0
Q8NBT2	Q8IUR0	0
Q04721	Q13105	0
O15042	P09038	0
Q6P4R8	Q9NQB0	0
P08047	Q9NRA8	0
Q86VP6	O00311	0
Q9H490	Q9UIW2	0
P18621	Q9NQ50	0
Q9UG01	Q9BT25	0
Q07157	Q9NZ08	0
Q9Y3B7	P62277	0
P78371	Q9BSJ2	0
P54136	Q96MW5	0
Q04721	P26572	0
P23508	Q13393	0
Q8IZP0	Q6QNY0	0
Q9P0M9	Q92830	0
O43303	Q9NPF5	0
Q96LI5	Q13576	0
P78371	Q07157	0
O75400	Q9H2W6	0
Q92793	O60216	0
Q9UNP9	P0DI81	0
A5D8V6	Q92830	0
Q96N67	Q96CW5	0
Q9H8E8	Q9H3P2	0
Q9BQ95	P49768	0
Q9HAR2	Q9Y6K9	0
P42224	Q96ED9	0
Q00765	Q96MW5	0
P30153	P38398	0
Q4U2R6	Q03188	0
P06493	Q8WW35	0
Q13042	P49642	0
Q9UHA3	O14936	0
Q15047	Q9UP83	0
O00443	P42345	0
P05164	P14780	0
Q9NUL7	Q9H0U6	0
P46934	Q8N201	0
O60885	P07910	0
O95168	P51151	0
Q8IU60	Q6R327	0
P61247	P16989	0
Q9BWT6	Q00653	0
O14744	Q13435	0
P07948	O75955	0
Q9BQG0	Q8IYB3	0
P19404	Q9Y375	0
P62913	Q5BKZ1	0
P13073	Q75QN2	0
O43752	O43303	0
P48553	Q13009	0
Q15696	Q8WVK2	0
Q99459	Q8IU81	0
O75436	Q00613	0
Q13367	P32004	0
Q8IWZ6	Q9UL03	0
O60306	Q86XI2	0
Q9NQS7	Q7Z4H7	0
Q7L2E3	P05386	0
P08708	Q8TEX9	0
Q9NXF1	Q14566	0
P78371	Q13049	0
O15379	Q2VPB7	0
Q71U36	O75817	0
Q9BTC8	Q15459	0
Q8TAA9	Q14145	0
P35250	Q96FC9	0
P16104	O60885	0
Q14181	Q8WVB6	0
P27361	O15446	0
Q9P2Y5	Q9NYJ8	0
P49754	Q8IUR0	0
O60907	Q9H1B7	0
P61513	Q7L2E3	0
O60563	Q9Y2X9	0
P16989	Q6IPU0	0
Q15025	Q9H269	0
O95835	Q69YN4	0
P03905	Q96MW5	0
Q86UW6	Q9UKL0	0
Q13405	Q9NYV4	0
Q02878	Q9ULR0	0
Q8WTW3	Q92990	0
Q5H9R7	O15047	0
P23508	P32780	0
Q9ULK5	Q9C086	0
Q07866	P42695	0
P78371	P56545	0
P84098	Q03188	0
Q8NEB9	O94763	0
Q96EY7	Q15572	0
Q969G3	Q9H981	0
Q9BTC8	Q14181	0
Q08211	Q8N5N7	0
Q96EP0	Q9UPV0	0
Q13153	Q5T2T1	0
Q9NQ50	P06748	0
Q13573	P46781	0
P24385	Q08379	0
Q6P4R8	P05412	0
Q9UK41	Q86XI2	0
Q68CZ6	Q9UL63	0
P62829	P49841	0
O15111	P49841	0
Q9Y3B7	Q07955	0
Q96BD5	O75478	0
O00217	O43464	0
Q96GY3	P24864	0
P03886	Q9NZ08	0
Q9UJC3	P31749	0
Q13451	Q92562	0
Q13616	Q9HCU9	0
Q9NZU0	P42336	0
Q9ULK5	O14744	0
P54652	Q9UMS4	0
P83436	Q8N1B4	0
P61586	Q9UKB1	0
Q02153	Q92974	0
P50914	Q9Y230	0
P30154	Q99871	0
Q15047	Q9P2K3	0
Q92793	O95613	0
Q6DD88	Q6P9B9	0
P78357	O95251	0
O43791	Q92830	0
P49406	Q15633	0
O60306	Q15528	0
P35250	Q9BZK7	0
P20226	Q9UKZ1	0
O00566	Q7L2E3	0
Q63HK5	O95983	0
Q03164	O00566	0
Q13905	Q9UKB1	0
P35269	Q9NS73	0
O60508	O15234	0
Q9NW38	P03915	0
Q9BYD2	Q92797	0
Q9H9J2	P62263	0
O96008	Q9BSL1	0
P36897	P03915	0
Q13671	Q96CW5	0
P21453	Q08722	0
Q9H4B6	Q9UBV2	0
O14965	P49959	0
Q9Y2X0	Q6IBW4	0
Q8WYA6	O00429	0
Q02153	Q9UIF9	0
P03905	Q8N612	0
Q9Y6D9	Q00613	0
O00471	Q00765	0
O95347	Q9P253	0
Q9NZE8	Q96CW5	0
Q03164	P62487	0
Q96CS2	P43243	0
Q5H9R7	P49756	0
P57678	P83876	0
O95639	Q86TS9	0
Q9NRX2	P62241	0
P46937	Q13123	0
O60506	O00566	0
Q9UL63	O95299	0
Q9BZD4	Q96EP0	0
O95707	Q9Y2X9	0
Q8N0S6	P26373	0
Q86VP6	Q9UBB9	0
P09669	P03905	0
P57740	Q9P253	0
Q13490	Q8NFZ5	0
Q9UPZ3	Q15528	0
Q8IYU8	P27361	0
Q969N2	P46531	0
Q16181	P17987	0
Q07020	Q13352	0
P20339	O43674	0
P02746	Q9UIW2	0
Q15751	O95071	0
P11021	Q9NPF5	0
Q9Y2W1	Q96GC5	0
O75380	P00395	0
O95983	O15446	0
Q15831	Q00534	0
Q13620	P29590	0
P25490	O43290	0
Q9H4B6	Q9BUR4	0
Q07020	Q6IPU0	0
P78527	O94887	0
Q9BT25	Q8NF91	0
Q6QNY0	Q53HL2	0
Q6IEG0	Q16533	0
P07900	P08621	0
Q9H4B6	Q99627	0
Q71U36	P62068	0
P67775	P60709	0
P09234	Q9UKM9	0
Q9GZY4	O75051	0
P03905	Q8NHH9	0
Q8IU81	Q9BTC8	0
Q8TAF3	Q9UL03	0
P36954	P54277	0
Q9UNE7	Q6P1X5	0
P26373	Q03188	0
Q9BYD2	P03905	0
Q86XI2	P19174	0
P02647	O60664	0
P49841	Q92888	0
Q8WYQ5	Q9NRI5	0
P29992	Q14181	0
O94906	Q9Y4W2	0
Q9BYC8	P30050	0
Q9Y4B6	P49711	0
P39019	Q9NV31	0
P16220	O60231	0
Q12933	Q8N201	0
P49711	Q96LT9	0
Q13356	O60563	0
Q96KQ7	Q96ST3	0
Q9UPN9	Q71F23	0
Q08345	P03915	0
P06213	P67775	0
P40763	Q9NSA3	0
Q08170	Q9H0U6	0
Q9UKM9	P41223	0
O95391	O14777	0
Q9H4L4	Q9HAF1	0
Q13257	Q92889	0
O95453	P25054	0
P52630	P21675	0
Q02297	P51805	0
Q9BQG0	Q6P161	0
O14983	Q9BPX6	0
O96017	Q13620	0
Q13242	Q15477	0
O43196	Q92896	0
Q5XPI4	P11142	0
Q96QC0	Q07954	0
Q8N3U4	Q5TA45	0
P09001	Q02543	0
P06241	Q01844	0
Q9UPN9	Q9NZW5	0
Q9UBB9	Q9NZI8	0
Q9NQ50	Q03188	0
Q7Z3B3	Q8IYH5	0
P36507	Q96EX3	0
P50914	Q4U2R6	0
O00425	Q92900	0
P14373	O00471	0
Q9NRI5	Q86UW6	0
Q9BYD2	O75446	0
Q6DD88	Q7L1Q6	0
Q01201	Q9UPZ3	0
Q9Y2W1	Q9BYC8	0
Q9Y605	Q92830	0
Q9NW64	Q9NQ50	0
P40763	Q8N3P4	0
O95453	P29083	0
Q96S59	Q9UPY3	0
O15379	Q6P4R8	0
P36578	Q08945	0
Q9H9A5	Q2M389	0
Q641Q2	Q86VS8	0
Q9Y2Q5	O95298	0
Q12849	P62277	0
O95298	Q00765	0
Q02539	Q14137	0
Q13405	Q92599	0
Q9NYV4	Q9NPE3	0
O15514	O75461	0
Q8WTW3	P52701	0
Q9GZS1	Q16540	0
Q6DD88	Q9GZP9	0
Q03468	Q5EBL8	0
O75533	Q9P0U4	0
Q96T58	O14964	0
P51946	Q7KZ85	0
P35251	O94887	0
O14757	Q969R8	0
Q13838	Q99816	0
P20585	P54198	0
Q13049	O95251	0
Q92797	Q9UHI6	0
O75390	O43464	0
Q13547	Q13111	0
O95639	O75052	0
Q15477	O60264	0
Q9BRV8	Q9NWB7	0
O75533	Q9Y6G3	0
Q9Y2J2	Q9UQ35	0
P54257	Q9UG01	0
Q9UBL3	Q8IYH5	0
O60271	Q8TEX9	0
P12931	O75146	0
P40227	Q92878	0
P83436	Q15599	0
Q96QK1	Q9UPN9	0
Q9BQA1	Q9UDW3	0
P84243	Q15287	0
O00443	Q13309	0
P19338	Q7L2Z9	0
O43299	Q92797	0
Q9Y4A5	Q5PSV4	0
Q53GS7	Q99570	0
Q8TDY2	Q7Z4H7	0
O60832	Q9NX20	0
Q6IEG0	Q9NW64	0
P00395	Q13405	0
P48047	P00395	0
P62249	Q8WYQ5	0
O75937	P22090	0
P04626	P04049	0
O75717	Q96GC5	0
Q6PGP7	P62899	0
Q12955	P09884	0
P0DI81	Q6P9B9	0
Q9BZK7	Q9UKB1	0
O00443	Q9H1B7	0
P24928	Q8IU81	0
Q07021	Q6PI98	0
Q9P0U4	P49736	0
Q9BZD4	P78347	0
O94906	Q96CB8	0
O75934	P49354	0
Q07955	P47914	0
P34932	O95817	0
Q13257	O75717	0
Q9Y4B6	Q96EY7	0
Q96JG6	Q96CB8	0
O75380	Q8IYH5	0
Q9Y4B6	P67809	0
Q9Y375	Q03135	0
P54652	Q7Z5L9	0
Q15223	P08648	0
Q8WUQ7	O15234	0
P63096	P49959	0
Q9NUL7	Q16795	0
O94906	Q8TDW0	0
P23396	O00425	0
Q6P2C8	O15446	0
Q13257	Q9BVC3	0
Q16629	Q9BZE1	0
Q96B97	O75436	0
Q96LT9	Q96PV6	0
P35579	O00159	0
P36954	P61201	0
Q99741	P78345	0
Q7Z4H7	Q15542	0
Q8IU81	Q9HCE1	0
O60506	Q9UKB1	0
Q92878	Q13309	0
O00425	P46783	0
P61513	O15355	0
Q8WTW3	Q9BS16	0
Q8IYU8	Q9H269	0
P05067	Q13683	0
Q9HAR2	P18084	0
Q15596	Q99871	0
Q5XPI4	P28340	0
Q9NX70	Q9UID3	0
Q15751	P17987	0
Q8TAA9	Q14192	0
Q9UL46	Q14258	0
Q69YN4	O00750	0
Q6IEG0	Q5T653	0
Q99832	Q6R327	0
Q12996	Q9ULM3	0
Q8TCX1	Q8WVB6	0
Q9H4L4	Q07020	0
Q53TQ3	Q9Y2X7	0
O75818	Q8IZH2	0
P17181	P18084	0
P21802	Q96ED9	0
Q9BVC3	O00268	0
P40938	Q08379	0
P54198	Q13330	0
P62841	O15234	0
Q9H160	P25054	0
O15047	Q8IU81	0
O95251	Q9H7Z6	0
P08621	P62841	0
Q15007	O75436	0
Q9H9A5	Q6P1X5	0
Q86YF9	O00257	0
P12931	Q09028	0
O95926	Q13393	0
O00425	O00443	0
O43752	P51587	0
Q12933	Q9UHA3	0
P05387	Q99459	0
Q6PGP7	Q9UID3	0
O95639	P62424	0
P16104	P00450	0
Q96EY7	Q7L2E3	0
Q96IZ0	P12931	0
Q9NRX2	P62269	0
P49642	Q16514	0
Q02750	Q68E01	0
Q14980	O14777	0
O95139	Q8WW35	0
O75380	P46199	0
Q08170	Q9NV31	0
Q9NS69	Q9Y2T2	0
P25490	Q13123	0
Q92878	P02675	0
P20226	P54277	0
Q9NQC3	Q92990	0
Q13084	Q8TEX9	0
Q07020	Q4U2R6	0
Q9Y2W2	Q8WVS4	0
O15379	Q13557	0
Q15573	Q7KZ85	0
P25791	Q9ULR0	0
Q92643	Q9UBV2	0
Q9UQ35	Q9NY12	0
Q9NVH2	Q15526	0
Q96DV4	Q7L2E3	0
Q8IZL8	Q9UIG0	0
Q9BYC9	P49354	0
P07814	O75146	0
P15880	O60264	0
P17980	Q6MZP7	0
P57740	Q96ED9	0
Q9BSL1	P54652	0
Q5T4F4	Q6IBW4	0
Q9HBM1	Q92830	0
Q9HC52	Q15554	0
Q00653	Q96ED9	0
Q6FI13	P49736	0
P08311	P02679	0
O00203	O43752	0
P07814	Q6IBW4	0
Q12906	Q14562	0
Q00765	P0C0S5	0
P61927	O60832	0
Q03111	P53677	0
Q9UKV5	Q7L1W4	0
O43524	O14974	0
Q99832	O15360	0
O14980	Q9UII2	0
Q9NPE3	Q8IYB3	0
Q92974	Q9Y2A7	0
Q9UHI6	Q15459	0
Q8N983	P46782	0
P54105	Q15427	0
O14757	P54652	0
Q8TAA9	Q8N684	0
Q9NPI6	Q86TS9	0
P50991	Q13330	0
Q9NRX2	P46199	0
Q92618	P28340	0
Q86VS8	Q9UPZ3	0
Q9NYV4	O60282	0
Q9UHV9	O15514	0
Q5TA45	O60264	0
Q9NTJ3	Q9UHI6	0
P62249	Q9ULK5	0
Q8NFD5	Q9GZS1	0
P09001	P35269	0
Q9Y2Q5	P13984	0
Q13247	Q9UII2	0
Q9Y6M9	Q9BZK7	0
Q9BVC4	Q7KZN9	0
Q9NYV4	Q9UER7	0
Q04726	P83111	0
P67775	P61024	0
P16104	P62306	0
O75161	Q9UPV0	0
Q9Y375	O75146	0
Q14192	Q96LI5	0
Q8IVT5	Q9BX66	0
Q8TAA9	P62829	0
P35269	Q86US8	0
P63208	O95067	0
O43299	Q9NXB0	0
Q14839	Q9H981	0
Q96FC9	O15027	0
Q9Y6M9	P62701	0
Q9UG01	P61586	0
P62269	Q08170	0
Q6NSJ5	P78395	0
P48643	P62829	0
P62277	Q8TEX9	0
O43303	P30260	0
O43752	Q9Y2T2	0
Q8N1B4	P57740	0
Q9NVH2	Q08379	0
Q9Y5B6	Q68E01	0
O75717	Q9BYD6	0
Q96CW1	Q9UL63	0
O75818	Q9NR30	0
O94763	O95999	0
Q12955	O75146	0
O75146	P55196	0
Q9UJY1	Q71U36	0
P61927	Q9Y6G3	0
Q92600	Q14683	0
Q53GS7	Q6IPU0	0
Q9NVH2	Q96QC0	0
P42224	Q7L8L6	0
O95453	P49643	0
P40938	Q9NUL7	0
O15446	P46940	0
Q96ES7	O75446	0
P52292	O75717	0
P35251	P39023	0
P11021	Q13501	0
O95347	Q8N3U4	0
Q13243	P0C0S5	0
Q9NQB0	Q92616	0
P02792	Q9HD33	0
P29992	O75436	0
O95251	O75051	0
Q8TCX1	P21675	0
P62714	P02671	0
Q8WXE1	O75146	0
Q9NZW5	O00429	0
P01112	P62258	0
P83436	O00471	0
Q96GC5	P03915	0
P62424	Q99575	0
O60306	Q9UIF9	0
Q8IWY9	Q9Y6J0	0
Q9NWU2	P01137	0
Q15696	Q96I25	0
P02751	Q96KQ4	0
O95347	Q71U36	0
Q5HYA8	P24539	0
Q9HCS7	P07203	0
O60244	Q13393	0
Q01658	Q14457	0
Q8IWZ6	Q9UPV0	0
Q9NRX2	Q00987	0
Q9GZS1	P35226	0
Q9NRR4	Q9UBB9	0
Q15796	P0DI81	0
Q8IZH2	Q9UQ35	0
Q9HD33	P49356	0
O75400	P49757	0
O75530	Q6IBW4	0
Q99832	P29374	0
Q15751	O14974	0
Q9BRV8	Q9NX70	0
Q6PGP7	P78347	0
P11021	Q16585	0
O95059	P05386	0
P49643	O95707	0
Q9NWU2	P27635	0
Q99720	P03915	0
P35251	Q9Y2W2	0
Q96DF8	Q12965	0
O15042	Q9NY12	0
Q96N67	Q8NBT2	0
Q14318	Q13451	0
Q9Y570	O15446	0
O15116	O75934	0
P20339	Q9H0H0	0
Q9Y296	P51003	0
Q86XI2	O94927	0
Q8IVT5	Q14457	0
Q13618	P40227	0
Q5T653	Q99708	0
P36578	P11940	0
P55081	P46781	0
Q96FC9	P78395	0
P14373	Q9BZJ0	0
O75533	Q96DV4	0
Q7Z4H7	Q53HL2	0
Q9NUP1	Q13228	0
Q86UP2	O14763	0
Q53GS7	Q9P2W1	0
Q8N3U4	P61024	0
P00395	Q99871	0
O94927	Q14185	0
P62701	Q8NF91	0
O75380	Q9UQ90	0
P61586	P19838	0
P62913	P52597	0
Q9BZJ0	P62701	0
P10244	Q13155	0
Q02539	P26373	0
P78347	Q7Z4H7	0
O96008	P02747	0
Q6MZP7	Q9NQB0	0
Q9UJC3	Q9ULK4	0
Q9H3R5	Q96MW5	0
Q6DD88	Q02750	0
P25490	Q9UII2	0
P20226	P42695	0
Q9UBU6	Q9UP83	0
P67775	Q86TP1	0
P49711	Q15572	0
Q4U2R6	O00268	0
O60832	Q96PV6	0
P27361	P54652	0
Q06609	Q9ULG1	0
Q96A35	Q99873	0
Q7Z6J9	Q9NYY8	0
P05496	Q9H0U3	0
Q68CZ6	P19447	0
Q9H1B7	P17544	0
Q9NZE8	Q9NV31	0
P62847	Q9NX20	0
Q13009	Q9Y2X7	0
O95835	Q8IU81	0
P25490	Q9Y2X7	0
P17987	Q99496	0
Q92900	O00566	0
Q86YV9	Q8IU81	0
Q96KQ7	Q9HCK8	0
O95453	Q9Y232	0
O75822	Q96RN5	0
Q8IZH2	P61313	0
P51587	O14920	0
O14757	Q9UQ35	0
P18621	Q14498	0
Q9Y6D9	Q12874	0
Q13352	P61353	0
P39019	Q7L014	0
P55072	Q68E01	0
P05387	Q9UII2	0
P46778	Q15572	0
Q9Y375	Q9NQC3	0
O75317	Q9H0H0	0
Q13523	Q15633	0
P32121	P62829	0
P10155	Q7Z7H8	0
Q15599	P23508	0
Q07912	Q14155	0
Q9P015	Q9GZL7	0
Q13573	Q13393	0
Q8NBZ0	Q9HCS7	0
Q8TAF3	P40227	0
Q96EB6	Q96JC1	0
O43303	Q92797	0
Q96PV6	Q9NX20	0
P83876	Q8WXD5	0
P08621	Q9NY12	0
Q9NX70	Q9BT25	0
Q9UBU6	Q96S52	0
O00257	Q8WUI4	0
P46778	P84103	0
P12931	Q92888	0
P78347	Q6R327	0
O95793	Q8N3Y1	0
Q2TAY7	P30260	0
O60271	O75052	0
P62249	Q9NYY8	0
O95139	P36542	0
P23246	Q9NXX6	0
Q96ES7	Q5PSV4	0
P62913	Q15291	0
Q96AX1	Q9NXB0	0
P03886	Q96T37	0
Q16560	P41223	0
Q96N67	P07437	0
Q03111	Q53HL2	0
Q01105	Q00534	0
Q9UKM9	P47914	0
Q9H2X6	Q15853	0
Q07866	Q9Y265	0
Q15796	Q96DF8	0
P27348	Q8WUI4	0
O95835	Q9NPI6	0
P61586	Q04637	0
O15360	Q16891	0
O95835	Q9UL03	0
Q9NX70	P67775	0
Q8N3P4	P54136	0
P35579	Q8WVK2	0
Q9UL46	P49768	0
Q02878	Q9Y4W2	0
P35568	Q14457	0
P03905	O75146	0
Q02539	Q8IXM3	0
Q14137	Q5BKZ1	0
O94913	Q13123	0
O95453	Q96EV8	0
O95817	Q8NBT2	0
Q969G3	Q96L91	0
P35250	O95835	0
O60907	P29374	0
Q9H8T0	Q14457	0
Q13416	Q12965	0
P08311	P11362	0
Q16531	P46940	0
Q96LI5	P60880	0
O43181	Q8NBZ0	0
O95071	P49643	0
P48047	P57678	0
P04844	O15287	0
Q7L2E3	Q14498	0
Q9UKM9	P18621	0
Q15329	P11388	0
P37088	Q96G97	0
Q8TBF4	O60264	0
O00505	P62241	0
Q9BVC4	Q2M389	0
Q9HC52	P11362	0
P19447	P28340	0
Q99683	Q00613	0
P02545	Q96EP0	0
P30876	Q9Y4A5	0
P09001	P18621	0
Q8TCC3	P07910	0
Q5HYA8	Q9Y385	0
Q9NWU2	P03891	0
P84243	P02647	0
P40763	Q9Y2X7	0
Q9BYD2	Q12873	0
Q6ZW49	Q8IX03	0
P23508	Q9NWB7	0
Q12874	Q7Z7H8	0
Q9UH77	Q96DV4	0
Q9BVC4	Q8N201	0
Q92618	Q5PSV4	0
Q9UKV3	Q96G21	0
Q13368	Q01970	0
Q92878	Q9Y2X7	0
Q9H0E3	Q8N3Y1	0
Q99459	Q8NBZ0	0
Q9NPF5	O60216	0
Q7Z5L9	Q12874	0
P18621	Q9BSL1	0
Q12849	P62847	0
Q5TKA1	Q96CS2	0
P49642	Q7L014	0
O43303	Q01970	0
Q13574	Q9UJA3	0
Q9NXX6	O94927	0
O95835	Q9UQ35	0
Q7Z7H8	Q9UER7	0
Q8TAT6	O14786	0
Q13049	P49642	0
P49711	Q96KQ4	0
Q15185	Q92547	0
P46781	Q9Y5B6	0
Q13535	Q8WXD5	0
Q2VPB7	Q99871	0
Q8IU81	Q9NXB0	0
Q9Y2I7	P40227	0
P61927	Q5T653	0
Q13155	Q9H7Z6	0
P32121	O75052	0
Q9ULM3	P51587	0
P78371	Q9Y232	0
Q9BRV8	Q7L576	0
Q15836	O43674	0
O15550	Q8TDH9	0
P62854	P06748	0
Q9UI95	O60313	0
Q9NP66	Q96IZ0	0
Q02543	Q9NV31	0
Q9BYC8	P68104	0
Q13247	Q8N5N7	0
P49815	Q9H0H0	0
Q14562	Q7L2Z9	0
Q96ES7	Q9UID3	0
Q49AN0	Q9BZK7	0
Q9P0M9	Q96EB6	0
O75694	Q02543	0
Q9HB71	P15311	0
P42224	Q9BTC8	0
Q9BYC8	P18124	0
P30153	P27540	0
P14373	Q96A35	0
P54257	Q9H4B6	0
Q6P9B9	O95707	0
O15360	O95817	0
O00443	Q92990	0
Q5T653	Q8WYQ5	0
O00203	P09661	0
O94927	Q9NUL7	0
Q6UB99	O75376	0
P03928	Q96ED9	0
Q96ES7	Q96ED9	0
Q6IBW4	O00443	0
Q71F56	P12931	0
P21709	P50281	0
Q15477	P67809	0
P78371	Q93034	0
O14763	Q6R327	0
O15047	Q00534	0
Q9H4B6	Q04721	0
Q14192	P11388	0
P62263	Q8IYB3	0
P49754	O43464	0
O94777	Q8WUQ7	0
P19838	Q6R327	0
P20339	P63027	0
Q9BRV8	Q13042	0
Q08345	P61073	0
Q9UJX3	Q92620	0
P01011	P05412	0
Q5PSV4	Q13228	0
P46937	Q9ULM3	0
Q9HAF1	Q9H9F9	0
Q9BPX6	Q8NFJ9	0
Q15750	Q9UIW2	0
P51003	Q8TEQ6	0
Q14318	Q8WVB6	0
Q96EY7	P62269	0
Q13188	P17987	0
P35226	O15446	0
Q9BZJ0	O00443	0
O60264	Q9NZI8	0
Q9NYK5	P55060	0
P08708	Q9BRJ2	0
Q96I36	Q9UL46	0
Q14318	P54652	0
Q9Y2J2	Q99816	0
Q13084	P62913	0
Q07020	O75161	0
Q8N8D1	Q53GS9	0
Q13112	Q12873	0
Q9Y664	P18084	0
Q9NQC3	Q7KZN9	0
P54136	O75146	0
Q9Y265	Q6R327	0
Q8WTW3	Q15526	0
Q9NQS7	Q9UBU7	0
O96008	Q9NQC3	0
Q9HCG8	Q16533	0
P24385	O14593	0
O95983	Q96DF8	0
P04049	O95271	0
O43303	P30154	0
Q6ZW49	Q9Y6K9	0
P78364	P54652	0
P02751	P49959	0
P35269	Q15573	0
P62263	Q9H2W6	0
Q9GZY4	Q9GZP9	0
P27635	O14561	0
P06241	Q14839	0
O75143	Q9Y6W5	0
